Date;P;T;IRA;IRI;Qobs;FlowObs
2013-04-10;0.0;20.84;0.0;0.0;0.518;5.129
2013-04-11;24.25;22.12;0.0;0.0;0.429;4.244
2013-04-12;35.65;20.04;0.0;0.0;5.849;57.892
2013-04-13;2.5499999999999985;14.52;0.0;0.0;5.162;51.094
2013-04-14;0.0;13.56;0.0;0.0;2.909;28.796
2013-04-15;0.0;19.0;0.0;0.0;2.259;22.363
2013-04-16;0.0;15.76;0.0;0.0;1.601;15.842
2013-04-17;0.0;14.8;0.0;0.0;1.174;11.624
2013-04-18;0.0;15.08;0.0;0.0;0.829;8.206
2013-04-19;0.0;16.08;0.0;0.0;0.697;6.901
2013-04-20;0.0;17.2;0.0;0.0;0.575;5.694
2013-04-21;0.0;18.16;0.0;0.0;0.464;4.589
2013-04-22;0.0;18.56;0.0;0.0;0.379;3.748
2013-04-23;0.0;17.96;0.0;0.0;0.331;3.279
2013-04-24;0.0;18.32;0.0;0.0;0.287;2.837
2013-04-25;0.0;19.12;0.0;0.0;0.231;2.291
2013-04-26;0.0;18.56;0.0;0.0;0.17;1.681
2013-04-27;0.0;20.72;0.0;0.0;0.127;1.253
2013-04-28;0.0;23.04;0.0;0.0;0.073;0.725
2013-04-29;2.75;21.68;0.0;0.0;0.063;0.62
2013-04-30;2.1;21.8;0.0;0.0;0.058;0.572
2013-05-01;0.0;19.52;0.0;0.0;0.058;0.572
2013-05-02;0.0;21.24;0.0;0.0;0.053;0.525
2013-05-03;6.85;23.68;0.0;0.0;0.045;0.441
2013-05-04;7.5;17.4;0.0;0.0;0.041;0.402
2013-05-05;0.0;15.4;0.0;0.0;0.037;0.366
2013-05-06;0.0;13.92;0.0;0.0;0.037;0.366
2013-05-07;0.4;12.0;0.0;0.0;0.03;0.299
2013-05-08;0.0;11.84;0.0;0.0;0.027;0.269
2013-05-09;0.0;14.08;0.0;0.0;0.053;0.525
2013-05-10;0.0;16.16;0.0;0.0;0.089;0.88
2013-05-11;0.0;18.88;0.0;0.0;0.073;0.725
2013-05-12;0.0;18.4;0.0;0.0;0.068;0.671
2013-05-13;0.0;18.28;0.0;0.0;0.063;0.62
2013-05-14;0.1;21.08;0.0;0.0;0.053;0.525
2013-05-15;7.4;17.08;0.0;0.0;0.045;0.441
2013-05-16;8.7;7.76;0.0;0.0;0.037;0.366
2013-05-17;0.0;8.04;0.0;0.0;0.033;0.331
2013-05-18;0.0;11.0;0.0;0.0;0.03;0.299
2013-05-19;0.2;14.04;0.0;0.0;0.024;0.241
2013-05-20;36.05;15.84;0.0;0.0;0.019;0.191
2013-05-21;0.2000000000000028;14.56;0.0;0.0;2.703;26.752
2013-05-22;0.0;11.4;0.0;0.0;2.502;24.765
2013-05-23;0.0;13.36;0.0;0.0;2.339;23.154
2013-05-24;0.0;12.32;0.0;0.0;2.212;21.894
2013-05-25;0.0;12.16;0.0;0.0;2.118;20.967
2013-05-26;0.0;13.72;0.0;0.0;1.981;19.604
2013-05-27;0.0;16.2;0.0;0.0;1.452;14.374
2013-05-28;0.0;18.96;0.0;0.0;0.875;8.663
2013-05-29;63.3;15.64;0.0;0.0;0.615;6.085
2013-05-30;23.0;11.44;0.0;0.0;4.345;43.002
2013-05-31;9.6;12.92;0.0;0.0;3.139;31.073
2013-06-01;7.449999999999997;15.04;0.0;0.0;2.502;24.765
2013-06-02;5.65;14.76;0.0;0.0;2.355;23.313
2013-06-03;0.0;12.28;0.0;0.0;2.307;22.836
2013-06-04;0.0;12.52;0.0;0.0;2.212;21.894
2013-06-05;0.0;16.36;0.0;0.0;2.103;20.814
2013-06-06;0.0;13.16;0.0;0.0;2.057;20.357
2013-06-07;0.0;10.8;0.0;0.0;1.996;19.754
2013-06-08;0.0;11.88;0.0;0.0;1.936;19.158
2013-06-09;0.25;14.4;0.0;0.0;1.662;16.446
2013-06-10;1.75;14.68;0.0;0.0;1.54;15.247
2013-06-11;0.0;14.48;0.0;0.0;1.423;14.087
2013-06-12;0.0;14.48;0.0;0.0;1.338;13.244
2013-06-13;0.0;13.12;0.0;0.0;1.282;12.694
2013-06-14;0.0;14.64;0.0;0.0;1.174;11.624
2013-06-15;0.0;12.88;0.0;0.0;1.045;10.345
2013-06-16;0.0;13.36;0.0;0.0;0.922;9.13
2013-06-17;0.35;14.48;0.0;0.0;2.686;26.584
2013-06-18;0.45;15.12;0.0;0.0;3.714;36.762
2013-06-19;5.2;13.32;0.0;0.0;4.005;39.641
2013-06-20;1.75;12.04;0.0;0.0;4.406;43.606
2013-06-21;28.25;13.2;0.0;0.0;4.365;43.203
2013-06-22;27.9;11.12;0.0;0.0;3.394;33.598
2013-06-23;0.0;10.32;0.0;0.0;2.909;28.796
2013-06-24;1.7;12.8;0.0;0.0;2.535;25.092
2013-06-25;2.7;13.04;0.0;0.0;2.196;21.738
2013-06-26;2.8;11.28;0.0;0.0;2.041;20.206
2013-06-27;0.0;10.6;0.0;0.0;1.31;12.967
2013-06-28;0.0;15.48;0.0;0.0;2.228;22.05
2013-06-29;50.4;14.32;0.0;0.0;7.615;75.373
2013-06-30;0.0;9.92;0.0;0.0;5.759;56.997
2013-07-01;0.0;8.4;0.0;0.0;3.413;33.781
2013-07-02;0.0;8.64;0.0;0.0;2.535;25.092
2013-07-03;0.0;14.0;0.0;0.0;2.275;22.521
2013-07-04;0.0;18.48;0.0;0.0;1.693;16.752
2013-07-05;1.85;23.08;0.0;0.0;1.148;11.363
2013-07-06;0.0;23.52;0.0;0.0;0.875;8.663
2013-07-07;32.25;14.64;0.0;0.0;3.888;38.479
2013-07-08;0.0;11.08;0.0;0.0;5.49;54.343
2013-07-09;0.0;15.36;0.0;0.0;3.907;38.672
2013-07-10;0.0;20.04;0.0;0.0;2.788;27.597
2013-07-11;0.0;20.04;0.0;0.0;2.212;21.894
2013-07-12;0.0;18.56;0.0;0.0;1.996;19.754
2013-07-13;27.4;17.56;0.0;0.0;1.662;16.446
2013-07-14;6.500000000000003;16.72;0.0;0.0;1.366;13.522
2013-07-15;15.85;10.4;0.0;0.0;4.365;43.203
2013-07-16;0.0;11.28;0.0;0.0;3.487;34.517
2013-07-17;0.0;15.96;0.0;0.0;2.823;27.937
2013-07-18;0.0;14.68;0.0;0.0;2.805;27.767
2013-07-19;9.15;7.08;0.0;0.0;2.535;25.092
2013-07-20;0.0;8.72;0.0;0.0;2.072;20.509
2013-07-21;6.05;7.08;0.0;0.0;2.181;21.583
2013-07-22;0.0;6.36;0.0;0.0;1.951;19.306
2013-07-23;0.0;5.96;0.0;0.0;1.338;13.244
2013-07-24;0.0;4.8;0.0;0.0;1.096;10.849
2013-07-25;0.0;5.84;0.0;0.0;0.922;9.13
2013-07-26;0.0;9.96;0.0;0.0;2.212;21.894
2013-07-27;0.0;12.88;0.0;0.0;2.149;21.274
2013-07-28;0.0;12.84;0.0;0.0;2.041;20.206
2013-07-29;0.0;13.48;0.0;0.0;1.57;15.543
2013-07-30;0.0;13.72;0.0;0.0;1.31;12.967
2013-07-31;0.0;17.68;0.0;0.0;1.045;10.345
2013-08-01;0.0;23.36;0.0;0.0;2.134;21.12
2013-08-02;0.15;17.0;0.0;0.0;2.057;20.357
2013-08-03;0.4;12.32;0.0;0.0;1.966;19.455
2013-08-04;12.15;11.4;0.0;0.0;1.662;16.446
2013-08-05;10.0;12.4;0.0;0.0;1.452;14.374
2013-08-06;5.25;13.92;0.0;0.0;1.045;10.345
2013-08-07;0.0;20.36;0.0;0.0;0.875;8.663
2013-08-08;0.0;17.96;0.0;0.0;1.57;15.543
2013-08-09;3.2;8.84;0.0;0.0;2.275;22.521
2013-08-10;7.5;7.56;0.0;0.0;2.652;26.25
2013-08-11;17.85;10.08;0.0;0.0;9.172;90.782
2013-08-12;0.0;10.88;0.0;0.0;5.94;58.792
2013-08-13;2.35;9.68;0.0;0.0;2.737;27.089
2013-08-14;4.35;6.52;0.0;0.0;2.339;23.154
2013-08-15;15.35;8.64;0.0;0.0;2.228;22.05
2013-08-16;0.0;10.4;0.0;0.0;2.165;21.429
2013-08-17;0.0;10.84;0.0;0.0;2.103;20.814
2013-08-18;0.0;12.96;0.0;0.0;2.026;20.055
2013-08-19;0.0;16.68;0.0;0.0;2.087;20.661
2013-08-20;0.0;18.68;0.0;0.0;2.404;23.793
2013-08-21;0.0;21.8;0.0;0.0;2.372;23.473
2013-08-22;0.0;16.32;0.0;0.0;2.259;22.363
2013-08-23;37.3;8.04;0.0;0.0;2.486;24.602
2013-08-24;31.55;8.04;0.0;0.0;7.342;72.666
2013-08-25;51.05;8.0;0.0;0.0;21.492;212.724
2013-08-26;47.75;5.96;0.0;0.0;15.503;153.443
2013-08-27;4.35;8.16;0.0;0.0;11.151;110.371
2013-08-28;0.0;10.44;0.0;0.0;6.193;61.295
2013-08-29;0.0;13.44;0.0;0.0;3.121;30.896
2013-08-30;0.0;16.44;0.0;0.0;2.754;27.258
2013-08-31;0.0;19.8;0.0;0.0;2.372;23.473
2013-09-01;1.05;21.48;0.0;0.0;2.118;20.967
2013-09-02;13.3;18.6;0.0;0.0;2.041;20.206
2013-09-03;4.05;14.68;0.0;0.0;1.966;19.455
2013-09-04;0.0;10.88;0.0;0.0;1.662;16.446
2013-09-05;0.0;15.0;0.0;0.0;1.481;14.662
2013-09-06;0.0;21.0;0.0;0.0;1.338;13.244
2013-09-07;0.0;24.24;0.0;0.0;1.148;11.363
2013-09-08;12.0;21.76;0.0;0.0;0.922;9.13
2013-09-09;0.0;22.92;0.0;0.0;0.784;7.76
2013-09-10;0.0;25.4;0.0;0.0;0.595;5.888
2013-09-11;0.0;26.28;0.0;0.0;0.446;4.415
2013-09-12;0.0;27.6;0.0;0.0;0.347;3.432
2013-09-13;0.0;26.32;0.0;0.0;0.287;2.837
2013-09-14;0.0;21.36;0.0;0.0;0.245;2.423
2013-09-15;0.1;17.16;0.0;0.0;0.182;1.797
2013-09-16;25.9;14.56;0.0;0.0;1.693;16.752
2013-09-17;12.0;10.2;0.0;0.0;1.096;10.849
2013-09-18;0.0;9.92;0.0;0.0;0.74;7.325
2013-09-19;0.0;11.62;0.0;0.0;0.655;6.488
2013-09-20;0.0;13.96;0.0;0.0;0.595;5.888
2013-09-21;51.05;15.6;0.0;0.0;4.611;45.641
2013-09-22;4.650000000000002;14.16;0.0;0.0;6.17;61.066
2013-09-23;7.85;11.04;0.0;0.0;4.841;47.92
2013-09-24;8.15;9.8;0.0;0.0;5.736;56.774
2013-09-25;3.8;11.4;0.0;0.0;4.365;43.203
2013-09-26;0.0;13.08;0.0;0.0;3.266;32.326
2013-09-27;0.0;16.16;0.0;0.0;2.84;28.108
2013-09-28;6.6;15.38;0.0;0.0;2.502;24.765
2013-09-29;0.5499999999999998;17.32;0.0;0.0;2.041;20.206
2013-09-30;0.0;14.36;0.0;0.0;1.511;14.953
2013-10-01;0.0;15.6;0.0;0.0;1.228;12.154
2013-10-02;0.0;16.12;0.0;0.0;1.148;11.363
2013-10-03;0.0;16.8;0.0;0.0;0.995;9.851
2013-10-04;0.0;18.32;0.0;0.0;0.946;9.368
2013-10-05;0.0;15.24;0.0;0.0;0.971;9.608
2013-10-06;0.0;15.76;0.0;0.0;0.762;7.541
2013-10-07;0.0;16.96;0.0;0.0;0.676;6.693
2013-10-08;0.0;18.08;0.0;0.0;0.635;6.285
2013-10-09;0.0;21.12;0.0;0.0;0.595;5.888
2013-10-10;0.0;20.96;0.0;0.0;0.556;5.503
2013-10-11;0.0;22.16;0.0;0.0;0.5;4.946
2013-10-12;0.0;21.08;0.0;0.0;0.464;4.589
2013-10-13;22.45000000000001;21.28;0.0;0.0;0.379;3.748
2013-10-14;0.0;21.32;0.0;0.0;0.331;3.279
2013-10-15;0.0;19.96;0.0;0.0;0.395;3.91
2013-10-16;0.0;18.8;0.0;0.0;0.829;8.206
2013-10-17;69.05;20.24;0.0;0.0;3.676;36.384
2013-10-18;0.1499999999999985;20.52;0.0;0.0;8.38;82.943
2013-10-19;0.0;20.72;0.0;0.0;6.734;66.653
2013-10-20;0.0;23.8;0.0;0.0;5.646;55.886
2013-10-21;49.65;20.92;0.0;0.0;4.99;49.391
2013-10-22;8.95;19.76;0.0;0.0;7.969;78.872
2013-10-23;18.5;23.12;0.0;0.0;8.985;88.93
2013-10-24;11.15;19.56;0.0;0.0;7.842;77.616
2013-10-25;7.45;17.96;0.0;0.0;5.314;52.601
2013-10-26;0.0;20.44;0.0;0.0;4.244;42.003
2013-10-27;27.8;20.0;0.0;0.0;8.826;87.353
2013-10-28;0.0;15.92;0.0;0.0;4.674;46.258
2013-10-29;0.0;19.04;0.0;0.0;2.875;28.451
2013-10-30;0.0;21.0;0.0;0.0;2.244;22.206
2013-10-31;0.0;22.44;0.0;0.0;1.631;16.143
2013-11-01;0.0;24.8;0.0;0.0;1.31;12.967
2013-11-02;0.0;25.48;0.0;0.0;0.995;9.851
2013-11-03;1.4;19.52;0.0;0.0;0.784;7.76
2013-11-04;0.0;18.68;0.0;0.0;0.615;6.085
2013-11-05;0.0;18.76;0.0;0.0;0.464;4.589
2013-11-06;0.0;20.92;0.0;0.0;0.379;3.748
2013-11-07;0.0;22.28;0.0;0.0;0.331;3.279
2013-11-08;0.0;25.84;0.0;0.0;0.287;2.837
2013-11-09;0.0;21.56;0.0;0.0;0.231;2.291
2013-11-10;19.35;21.44;0.0;0.0;0.363;3.588
2013-11-11;63.65;20.96;0.0;0.0;9.038;89.457
2013-11-12;72.5;20.64;0.0;0.0;19.777;195.743
2013-11-13;0.0;22.6;0.0;0.0;7.842;77.616
2013-11-14;0.0;23.68;0.0;0.0;3.676;36.384
2013-11-15;13.85;24.32;0.0;0.0;2.228;22.05
2013-11-16;15.5;19.36;0.0;0.0;3.714;36.762
2013-11-17;0.0;20.32;0.0;0.0;2.892;28.623
2013-11-18;0.0;25.36;0.0;0.0;2.436;24.116
2013-11-19;0.0;22.96;0.0;0.0;1.693;16.752
2013-11-20;31.15;23.52;0.0;0.0;4.947;48.969
2013-11-21;13.1;24.0;0.0;0.0;9.578;94.801
2013-11-22;11.25;20.84;0.0;0.0;10.607;104.989
2013-11-23;0.0;21.96;0.0;0.0;4.653;46.052
2013-11-24;0.0;24.76;0.0;0.0;3.562;35.259
2013-11-25;0.0;26.56;0.0;0.0;2.944;29.142
2013-11-26;4.55;26.64;0.0;0.0;2.453;24.277
2013-11-27;3.15;26.24;0.0;0.0;1.981;19.604
2013-11-28;0.4000000000000001;21.2;0.0;0.0;1.174;11.624
2013-11-29;0.0;22.04;0.0;0.0;0.875;8.663
2013-11-30;0.0;22.44;0.0;0.0;0.74;7.325
2013-12-01;0.0;23.04;0.0;0.0;0.635;6.285
2013-12-02;12.95;25.16;0.0;0.0;0.537;5.314
2013-12-03;0.1;24.96;0.0;0.0;0.446;4.415
2013-12-04;0.0;25.96;0.0;0.0;0.395;3.91
2013-12-05;5.25;22.92;0.0;0.0;4.446;44.01
2013-12-06;39.1;20.48;0.0;0.0;3.868;38.287
2013-12-07;0.0;22.72;0.0;0.0;2.502;24.765
2013-12-08;0.0;25.72;0.0;0.0;1.366;13.522
2013-12-09;0.0;24.08;0.0;0.0;1.045;10.345
2013-12-10;19.95;21.48;0.0;0.0;2.026;20.055
2013-12-11;0.9500000000000002;20.76;0.0;0.0;1.096;10.849
2013-12-12;0.0;22.56;0.0;0.0;0.899;8.895
2013-12-13;0.0;23.6;0.0;0.0;0.806;7.982
2013-12-14;1.5;25.16;0.0;0.0;0.762;7.541
2013-12-15;3.75;26.56;0.0;0.0;0.697;6.901
2013-12-16;0.0;25.2;0.0;0.0;0.595;5.888
2013-12-17;0.0;25.88;0.0;0.0;0.556;5.503
2013-12-18;0.0;26.32;0.0;0.0;0.482;4.766
2013-12-19;0.0;26.36;0.0;0.0;0.429;4.244
2013-12-20;0.0;26.24;0.0;0.0;0.395;3.91
2013-12-21;0.0;26.16;0.0;0.0;0.331;3.279
2013-12-22;0.0;25.48;0.0;0.0;0.301;2.981
2013-12-23;1.75;24.64;0.0;0.0;0.272;2.696
2013-12-24;0.35;26.44;0.0;0.0;0.245;2.423
2013-12-25;0.0;27.68;0.0;0.0;0.182;1.797
2013-12-26;0.0;30.24;0.0;0.0;0.482;4.766
2013-12-27;0.0;27.68;0.0;0.0;0.412;4.076
2013-12-28;2.7;28.8;0.0;0.0;0.347;3.432
2013-12-29;0.2999999999999998;29.96;0.0;0.0;0.301;2.981
2013-12-30;24.9;29.6;0.0;0.0;0.272;2.696
2013-12-31;8.05;27.6;0.0;0.0;0.245;2.423
