Date;P;T;IRA;IRI;Qobs;FlowObs
2011-01-01;0.0;24.94;0.0;0.0;0.251;2.483
2011-01-02;15.7;23.44;0.0;0.0;0.238;2.361
2011-01-03;8.15;24.04;0.0;0.0;0.204;2.018
2011-01-04;0.0;25.64;2.0;0.0;0.154;1.522
2011-01-05;0.0;26.8;0.0;0.0;0.128;1.268
2011-01-06;27.95;27.12;0.0;3.0;1.043;10.322
2011-01-07;8.95;27.64;0.0;0.0;0.873;8.64
2011-01-08;0.0;26.76;0.0;0.0;0.792;7.838
2011-01-09;4.9;27.28;0.0;0.0;0.714;7.062
2011-01-10;3.3;25.84;0.0;0.0;0.675;6.685
2011-01-11;1.25;25.2;0.0;0.0;0.638;6.314
2011-01-12;3.5;23.88;0.0;0.0;0.565;5.596
2011-01-13;13.9;24.2;0.0;0.0;0.496;4.907
2011-01-14;1.05;25.84;0.0;0.0;0.429;4.249
2011-01-15;9.4;26.28;0.0;0.0;0.366;3.624
2011-01-16;0.0;28.96;0.0;0.0;0.306;3.034
2011-01-17;2.5;25.36;0.0;0.0;0.251;2.483
2011-01-18;26.35;24.6;0.0;0.0;1.412;13.975
2011-01-19;0.0;26.08;0.0;0.0;0.914;9.051
2011-01-20;2.6;24.64;0.0;0.0;0.513;5.076
2011-01-21;0.0;25.64;0.0;0.0;0.336;3.324
2011-01-22;2.9;25.84;0.0;0.0;0.251;2.483
2011-01-23;0.0;26.04;0.0;0.0;0.238;2.361
2011-01-24;0.0;26.76;0.0;0.0;0.215;2.128
2011-01-25;6.5;28.2;0.0;0.0;0.215;2.128
2011-01-26;4.4;26.24;0.0;0.0;0.583;5.772
2011-01-27;4.85;26.48;0.0;0.0;0.565;5.596
2011-01-28;2.4000000000000004;27.24;0.0;0.0;0.513;5.076
2011-01-29;7.7;27.28;0.0;0.0;0.462;4.574
2011-01-30;9.25;26.24;0.0;0.0;0.397;3.932
2011-01-31;0.0;27.28;0.0;0.0;0.397;3.932
2011-02-01;28.9;24.96;0.0;0.0;1.87;18.509
2011-02-02;0.0;23.18;0.0;0.0;1.154;11.423
2011-02-03;0.0;25.46;0.0;0.0;0.675;6.685
2011-02-04;0.25;27.28;0.0;0.0;0.53;5.247
2011-02-05;4.85;26.48;0.0;0.0;0.462;4.574
2011-02-06;0.0499999999999998;26.0;0.0;0.0;0.397;3.932
2011-02-07;1.6;25.36;0.0;0.0;0.397;3.932
2011-02-08;17.05;26.6;0.0;0.0;0.366;3.624
2011-02-09;4.45;26.0;0.0;0.0;0.336;3.324
2011-02-10;1.95;23.84;0.0;0.0;1.56;15.438
2011-02-11;4.55;24.0;0.0;0.0;1.978;19.574
2011-02-12;17.85;22.12;0.0;0.0;3.266;32.326
2011-02-13;47.45;23.72;0.0;0.0;5.033;49.815
2011-02-14;0.0;23.56;0.0;0.0;3.175;31.429
2011-02-15;0.0;21.62;0.0;0.0;1.978;19.574
2011-02-16;0.0;24.1;0.0;0.0;1.87;18.509
2011-02-17;0.0;25.8;0.0;0.0;1.713;16.95
2011-02-18;0.0;25.96;0.0;0.0;1.51;14.945
2011-02-19;0.0;26.36;0.0;0.0;1.34;13.262
2011-02-20;21.05;26.12;0.0;0.0;1.087;10.758
2011-02-21;0.0;24.48;0.0;0.0;0.914;9.051
2011-02-22;6.25;23.88;0.0;0.0;0.752;7.446
2011-02-23;10.8;22.6;0.0;0.0;0.638;6.314
2011-02-24;16.200000000000006;26.28;0.0;0.0;0.601;5.951
2011-02-25;1.75;25.32;0.0;0.0;0.496;4.907
2011-02-26;8.299999999999999;23.4;0.0;0.0;0.429;4.249
2011-02-27;7.55;22.96;0.0;0.0;0.336;3.324
2011-02-28;0.0;21.66;0.0;0.0;0.238;2.361
2011-03-01;0.0;21.78;0.0;0.0;0.163;1.614
2011-03-02;0.0;21.82;0.0;0.0;0.128;1.268
2011-03-03;0.0;22.54;0.0;0.0;0.098;0.974
2011-03-04;0.0;22.74;0.0;0.0;0.063;0.623
2011-03-05;0.0;23.04;0.0;0.0;0.045;0.442
2011-03-06;0.0;22.96;0.0;0.0;0.027;0.27
2011-03-07;0.0;23.2;0.0;0.0;0.022;0.216
2011-03-08;0.0;24.12;0.0;0.0;0.019;0.192
2011-03-09;0.0;24.36;0.0;0.0;0.015;0.149
2011-03-10;13.05;24.08;0.0;0.0;0.145;1.434
2011-03-11;25.2;23.56;0.0;0.0;1.661;16.441
2011-03-12;0.4500000000000002;25.44;0.0;0.0;1.109;10.978
2011-03-13;0.0;23.52;0.0;0.0;0.852;8.437
2011-03-14;0.0;18.06;0.0;0.0;0.714;7.062
2011-03-15;0.0;18.74;0.0;0.0;0.638;6.314
2011-03-16;0.0;22.42;0.0;0.0;0.462;4.574
2011-03-17;1.5;23.88;0.0;0.0;0.306;3.034
2011-03-18;5.55;21.36;0.0;0.0;0.204;2.018
2011-03-19;0.0;19.56;0.0;0.0;0.183;1.809
2011-03-20;0.0;20.12;0.0;0.0;0.163;1.614
2011-03-21;0.0;22.54;0.0;0.0;0.136;1.349
2011-03-22;0.0;26.08;0.0;0.0;0.098;0.974
2011-03-23;0.0;26.96;0.0;0.0;0.068;0.674
2011-03-24;4.5;23.72;0.0;0.0;0.053;0.528
2011-03-25;9.55;22.12;0.0;0.0;0.041;0.404
2011-03-26;25.65;22.04;0.0;0.0;3.339;33.05
2011-03-27;18.35;20.08;0.0;0.0;3.638;36.007
2011-03-28;63.4;19.32;0.0;0.0;10.129;100.259
2011-03-29;14.95;19.98;0.0;0.0;9.582;94.839
2011-03-30;0.0;22.28;0.0;0.0;4.591;45.436
2011-03-31;0.0;22.52;0.0;0.0;2.927;28.969
2011-04-01;0.0;22.12;0.0;0.0;1.978;19.574
2011-04-02;0.0;21.54;0.0;0.0;1.461;14.457
2011-04-03;0.0;20.94;0.0;0.0;0.935;9.258
2011-04-04;0.0;20.78;0.0;0.0;0.792;7.838
2011-04-05;1.4;18.46;0.0;0.0;0.638;6.314
2011-04-06;0.0;18.16;0.0;0.0;3.581;35.446
2011-04-07;0.0;18.58;0.0;0.0;1.065;10.539
2011-04-08;0.0;21.44;0.0;0.0;0.792;7.838
2011-04-09;13.15;19.3;0.0;0.0;0.638;6.314
2011-04-10;0.0;20.5;0.0;0.0;0.446;4.41
2011-04-11;0.0;20.34;0.0;0.0;0.321;3.178
2011-04-12;0.0;20.98;0.0;0.0;0.193;1.912
2011-04-13;4.9;23.54;0.0;0.0;0.12;1.189
2011-04-14;62.25;20.4;0.0;0.0;7.243;71.691
2011-04-15;75.44999999999997;20.8;0.0;0.0;18.711;185.201
2011-04-16;1.300000000000003;18.04;0.0;0.0;6.951;68.795
2011-04-17;7.25;21.4;0.0;0.0;3.714;36.762
2011-04-18;2.75;18.36;0.0;0.0;3.358;33.232
2011-04-19;0.0;17.08;0.0;0.0;3.015;29.839
2011-04-20;0.0;20.78;0.0;0.0;2.535;25.092
2011-04-21;3.4;20.26;0.0;0.0;1.817;17.984
2011-04-22;0.0;21.38;0.0;0.0;1.293;12.793
2011-04-23;15.95;18.04;0.0;0.0;15.503;153.443
2011-04-24;0.0;13.38;0.0;0.0;7.892;78.117
2011-04-25;0.0;14.08;0.0;0.0;4.184;41.408
2011-04-26;0.0;15.38;0.0;0.0;3.339;33.05
2011-04-27;0.0;18.18;0.0;0.0;2.771;27.427
2011-04-28;0.0;20.1;0.0;0.0;2.944;29.142
2011-04-29;0.0;19.6;0.0;0.0;2.927;28.969
2011-04-30;0.0;18.56;0.0;0.0;2.585;25.586
2011-05-01;1.3;16.24;0.0;0.0;2.339;23.154
2011-05-02;0.55;13.46;0.0;0.0;1.713;16.95
2011-05-03;2.4;12.34;0.0;0.0;1.246;12.33
2011-05-04;0.0;13.84;0.0;0.0;0.935;9.258
2011-05-05;0.0;15.78;0.0;0.0;0.772;7.641
2011-05-06;0.0;16.48;0.0;0.0;0.638;6.314
2011-05-07;0.0;15.34;0.0;0.0;0.462;4.574
2011-05-08;0.0;16.82;0.0;0.0;0.366;3.624
2011-05-09;0.25;15.62;0.0;0.0;0.321;3.178
2011-05-10;0.0;16.3;0.0;0.0;0.278;2.752
2011-05-11;7.15;18.78;0.0;0.0;0.251;2.483
2011-05-12;1.2500000000000004;17.88;0.0;0.0;0.227;2.242
2011-05-13;0.0;16.42;0.0;0.0;0.204;2.018
2011-05-14;0.0;15.02;0.0;0.0;0.183;1.809
2011-05-15;1.75;15.54;0.0;0.0;0.163;1.614
2011-05-16;2.35;13.66;0.0;0.0;0.145;1.434
2011-05-17;0.0;13.2;0.0;0.0;0.251;2.483
2011-05-18;0.0;14.9;0.0;0.0;0.227;2.242
2011-05-19;0.0;14.7;0.0;0.0;0.204;2.018
2011-05-20;0.0;16.98;0.0;0.0;0.204;2.018
2011-05-21;0.0;17.18;0.0;0.0;0.193;1.912
2011-05-22;0.0;21.86;0.0;0.0;0.163;1.614
2011-05-23;19.85;19.12;0.0;0.0;0.62;6.132
2011-05-24;1.0;17.34;0.0;0.0;0.496;4.907
2011-05-25;0.0;20.2;0.0;0.0;0.413;4.09
2011-05-26;0.0;14.72;0.0;0.0;0.366;3.624
2011-05-27;0.0;13.44;0.0;0.0;0.336;3.324
2011-05-28;0.0;11.36;0.0;0.0;0.306;3.034
2011-05-29;0.0;10.62;0.0;0.0;0.278;2.752
2011-05-30;0.0;11.18;0.0;0.0;0.251;2.483
2011-05-31;0.2;13.94;0.0;0.0;0.227;2.242
2011-06-01;0.0;11.56;0.0;0.0;0.215;2.128
2011-06-02;0.0;11.7;0.0;0.0;0.193;1.912
2011-06-03;0.0;15.02;0.0;0.0;0.163;1.614
2011-06-04;0.0;6.46;0.0;0.0;0.128;1.268
2011-06-05;0.0;6.36;0.0;0.0;0.113;1.114
2011-06-06;0.0;14.26;0.0;0.0;0.085;0.845
2011-06-07;7.75;12.92;0.0;0.0;1.897;18.773
2011-06-08;37.35;11.7;0.0;0.0;2.737;27.089
2011-06-09;0.0;10.1;0.0;0.0;1.293;12.793
2011-06-10;0.0;11.42;0.0;0.0;0.772;7.641
2011-06-11;0.0;11.66;0.0;0.0;0.657;6.499
2011-06-12;0.0;15.3;0.0;0.0;0.548;5.42
2011-06-13;0.0;13.12;0.0;0.0;0.462;4.574
2011-06-14;0.0;11.64;0.0;0.0;0.382;3.777
2011-06-15;0.0;16.94;0.0;0.0;0.336;3.324
2011-06-16;0.0;21.1;0.0;0.0;0.306;3.034
2011-06-17;0.0;16.96;0.0;0.0;0.446;4.41
2011-06-18;29.6;17.56;0.0;0.0;1.043;10.322
2011-06-19;0.0;21.62;0.0;0.0;0.978;9.679
2011-06-20;0.0;20.12;0.0;0.0;0.894;8.844
2011-06-21;23.35;16.52;0.0;0.0;5.097;50.453
2011-06-22;10.3;16.42;0.0;0.0;4.204;41.606
2011-06-23;16.95;16.88;0.0;0.0;3.791;37.521
2011-06-24;5.15;11.04;0.0;0.0;5.513;54.563
2011-06-25;7.15;11.74;0.0;0.0;4.926;48.759
2011-06-26;0.1500000000000003;8.6;0.0;0.0;4.224;41.804
2011-06-27;0.85;6.78;0.0;0.0;3.121;30.896
2011-06-28;0.0;7.54;0.0;0.0;2.42;23.954
2011-06-29;0.0;10.32;0.0;0.0;1.61;15.937
2011-06-30;0.0;11.4;0.0;0.0;1.316;13.027
2011-07-01;5.6;9.56;0.0;0.0;1.223;12.101
2011-07-02;7.85;6.8;0.0;0.0;1.412;13.975
2011-07-03;0.6000000000000001;5.6;0.0;0.0;1.364;13.498
2011-07-04;0.0;3.48;0.0;0.0;1.021;10.106
2011-07-05;0.0;4.16;0.0;0.0;0.873;8.64
2011-07-06;0.0;5.32;0.0;0.0;0.772;7.641
2011-07-07;0.0;5.36;0.0;0.0;0.694;6.872
2011-07-08;0.0;7.4;0.0;0.0;0.53;5.247
2011-07-09;0.0;10.88;0.0;0.0;0.496;4.907
2011-07-10;0.0;11.48;0.0;0.0;0.479;4.739
2011-07-11;0.5;13.08;0.0;0.0;0.413;4.09
2011-07-12;0.0;16.48;0.0;0.0;0.397;3.932
2011-07-13;12.3;17.24;0.0;0.0;0.446;4.41
2011-07-14;18.450000000000006;14.96;0.0;0.0;2.323;22.995
2011-07-15;25.9;22.84;0.0;0.0;5.227;51.738
2011-07-16;0.0;19.96;0.0;0.0;3.45;34.148
2011-07-17;1.75;14.04;0.0;0.0;2.602;25.751
2011-07-18;2.95;14.16;0.0;0.0;2.404;23.793
2011-07-19;1.2000000000000002;15.72;0.0;0.0;2.339;23.154
2011-07-20;12.15;12.6;0.0;0.0;2.72;26.92
2011-07-21;82.3;10.32;0.0;0.0;20.941;207.266
2011-07-22;0.0;10.8;0.0;0.0;8.932;88.403
2011-07-23;0.15;12.24;0.0;0.0;4.244;42.003
2011-07-24;0.0;14.92;0.0;0.0;3.086;30.542
2011-07-25;0.0;21.56;0.0;0.0;2.519;24.928
2011-07-26;0.0;14.48;0.0;0.0;2.388;23.633
2011-07-27;7.0;13.88;0.0;0.0;2.602;25.751
2011-07-28;42.7;17.04;0.0;0.0;8.746;86.568
2011-07-29;15.15;15.72;0.0;0.0;10.157;100.535
2011-07-30;35.65;12.44;0.0;0.0;19.241;190.446
2011-07-31;7.35;9.32;0.0;0.0;7.665;75.869
2011-08-01;2.5;12.4;0.0;0.0;4.611;45.641
2011-08-02;24.85;8.8;0.0;0.0;6.83;67.602
2011-08-03;8.3;10.76;0.0;0.0;5.963;59.018
2011-08-04;0.7;7.84;0.0;0.0;4.715;46.672
2011-08-05;0.0;9.08;0.0;0.0;3.581;35.446
2011-08-06;0.0;12.76;0.0;0.0;2.703;26.752
2011-08-07;1.8;16.6;0.0;0.0;1.87;18.509
2011-08-08;40.8;19.04;0.0;0.0;8.458;83.715
2011-08-09;94.2;16.76;0.0;0.0;21.019;208.043
2011-08-10;3.5;16.48;0.0;0.0;12.58;124.513
2011-08-11;0.0;19.48;0.0;0.0;5.557;55.002
2011-08-12;0.0;24.92;0.0;0.0;4.969;49.18
2011-08-13;0.0;19.68;0.0;0.0;3.946;39.059
2011-08-14;10.8;13.12;0.0;0.0;2.979;29.49
2011-08-15;7.75;18.72;0.0;0.0;2.771;27.427
2011-08-16;0.0;24.4;0.0;0.0;2.436;24.116
2011-08-17;0.0;16.76;0.0;0.0;1.817;17.984
2011-08-18;0.0;14.64;0.0;0.0;1.412;13.975
2011-08-19;10.55;13.64;0.0;0.0;1.269;12.561
2011-08-20;2.2;7.52;0.0;0.0;1.154;11.423
2011-08-21;0.0;5.68;0.0;0.0;1.109;10.978
2011-08-22;0.0;6.96;0.0;0.0;1.065;10.539
2011-08-23;3.9;10.72;0.0;0.0;1.043;10.322
2011-08-24;0.8500000000000001;15.4;0.0;0.0;1.021;10.106
2011-08-25;4.9;15.32;0.0;0.0;0.978;9.679
2011-08-26;2.15;11.84;0.0;0.0;0.957;9.468
2011-08-27;0.0;16.68;0.0;0.0;0.914;9.051
2011-08-28;13.1;18.2;0.0;0.0;0.873;8.64
2011-08-29;18.85;13.6;0.0;0.0;6.286;62.215
2011-08-30;14.15;13.88;0.0;0.0;7.145;70.721
2011-08-31;0.1500000000000003;10.56;0.0;0.0;4.244;42.003
2011-09-01;0.0;9.44;0.0;0.0;3.104;30.718
2011-09-02;0.0;11.28;0.0;0.0;2.42;23.954
2011-09-03;0.0;16.32;0.0;0.0;1.978;19.574
2011-09-04;0.0;26.64;0.0;0.0;1.764;17.464
2011-09-05;13.35;14.88;0.0;0.0;2.618;25.917
2011-09-06;12.95;10.72;0.0;0.0;2.737;27.089
2011-09-07;0.0;13.92;0.0;0.0;2.372;23.473
2011-09-08;4.0;14.76;0.0;0.0;1.713;16.95
2011-09-09;21.05;14.52;0.0;0.0;2.909;28.796
2011-09-10;0.0999999999999996;16.08;0.0;0.0;3.193;31.608
2011-09-11;0.0;12.6;0.0;0.0;2.652;26.25
2011-09-12;0.0;15.0;0.0;0.0;1.924;19.039
2011-09-13;0.0;15.6;0.0;0.0;1.461;14.457
2011-09-14;0.0;13.68;0.0;0.0;1.132;11.2
2011-09-15;0.0;16.72;0.0;0.0;0.894;8.844
2011-09-16;0.0;20.08;0.0;0.0;0.752;7.446
2011-09-17;0.0;20.56;0.0;0.0;0.694;6.872
2011-09-18;0.15;18.88;0.0;0.0;0.601;5.951
2011-09-19;0.4500000000000001;17.36;0.0;0.0;0.565;5.596
2011-09-20;38.0;15.04;0.0;0.0;1.636;16.188
2011-09-21;0.1500000000000003;14.48;0.0;0.0;1.436;14.215
2011-09-22;0.0;17.72;0.0;0.0;1.043;10.322
2011-09-23;0.2;15.72;0.0;0.0;0.914;9.051
2011-09-24;8.5;16.12;0.0;0.0;0.852;8.437
2011-09-25;0.0;18.08;0.0;0.0;0.772;7.641
2011-09-26;0.0;19.44;0.0;0.0;0.714;7.062
2011-09-27;0.0;18.6;0.0;0.0;0.62;6.132
2011-09-28;0.0;19.28;0.0;0.0;0.565;5.596
2011-09-29;0.0;24.56;0.0;0.0;0.53;5.247
2011-09-30;0.0;19.88;0.0;0.0;0.496;4.907
2011-10-01;47.9;18.32;0.0;0.0;2.72;26.92
2011-10-02;2.45;18.84;0.0;0.0;3.303;32.687
2011-10-03;0.0;14.52;0.0;0.0;2.355;23.313
2011-10-04;0.0;15.12;0.0;0.0;1.535;15.191
2011-10-05;0.0;18.6;0.0;0.0;1.246;12.33
2011-10-06;0.0;20.8;0.0;0.0;0.957;9.468
2011-10-07;0.0;23.0;0.0;0.0;0.752;7.446
2011-10-08;13.35;19.88;0.0;0.0;0.752;7.446
2011-10-09;1.7;22.48;0.0;0.0;0.714;7.062
2011-10-10;1.6;18.64;0.0;0.0;0.694;6.872
2011-10-11;0.0;19.4;0.0;0.0;0.601;5.951
2011-10-12;0.0;18.12;0.0;0.0;0.565;5.596
2011-10-13;17.349999999999998;20.2;0.0;0.0;0.53;5.247
2011-10-14;1.0500000000000007;18.68;0.0;0.0;0.496;4.907
2011-10-15;0.0;18.44;0.0;0.0;0.462;4.574
2011-10-16;0.0;18.76;0.0;0.0;0.429;4.249
2011-10-17;0.0;19.88;0.0;0.0;0.397;3.932
2011-10-18;0.0;18.84;0.0;0.0;0.694;6.872
2011-10-19;0.0;18.76;0.0;0.0;0.601;5.951
2011-10-20;0.0;18.4;0.0;0.0;0.462;4.574
2011-10-21;0.0;22.12;0.0;0.0;0.397;3.932
2011-10-22;0.0;24.84;0.0;0.0;0.321;3.178
2011-10-23;0.0;25.04;0.0;0.0;0.238;2.361
2011-10-24;2.15;19.0;0.0;0.0;0.183;1.809
2011-10-25;56.0;18.32;0.0;0.0;3.032;30.014
2011-10-26;57.7;16.56;0.0;0.0;19.47;192.71
2011-10-27;0.1500000000000003;16.56;0.0;0.0;8.432;83.458
2011-10-28;0.0;18.92;0.0;0.0;4.124;40.816
2011-10-29;0.0;17.6;0.0;0.0;2.737;27.089
2011-10-30;0.6;17.48;0.0;0.0;1.924;19.039
2011-10-31;0.0;16.64;0.0;0.0;1.316;13.027
2011-11-01;0.0;17.44;0.0;0.0;1.065;10.539
2011-11-02;0.0;19.56;0.0;0.0;0.999;9.892
2011-11-03;0.0;20.16;0.0;0.0;0.914;9.051
2011-11-04;0.0;23.2;0.0;0.0;0.772;7.641
2011-11-05;0.0;23.76;0.0;0.0;0.657;6.499
2011-11-06;1.15;25.52;0.0;0.0;0.53;5.247
2011-11-07;0.0;21.16;0.0;0.0;0.462;4.574
2011-11-08;0.0;23.48;0.0;0.0;0.397;3.932
2011-11-09;0.0;26.24;0.0;0.0;0.366;3.624
2011-11-10;2.1;21.88;0.0;0.0;0.336;3.324
2011-11-11;4.7;19.88;0.0;0.0;0.306;3.034
2011-11-12;0.0;19.96;0.0;0.0;0.278;2.752
2011-11-13;0.0;20.2;0.0;0.0;0.264;2.609
2011-11-14;0.0;19.8;0.0;0.0;0.251;2.483
2011-11-15;0.0;19.52;0.0;0.0;0.227;2.242
2011-11-16;7.25;20.48;0.0;0.0;0.215;2.128
2011-11-17;0.0;21.48;0.0;0.0;0.204;2.018
2011-11-18;0.0;22.48;0.0;0.0;0.183;1.809
2011-11-19;0.0;24.08;0.0;0.0;0.154;1.522
2011-11-20;0.0;23.4;0.0;0.0;0.128;1.268
2011-11-21;0.15;20.2;0.0;0.0;0.113;1.114
2011-11-22;18.05;21.76;0.0;0.0;0.183;1.809
2011-11-23;6.1;20.44;0.0;0.0;0.251;2.483
2011-11-24;0.0;21.08;0.0;0.0;0.238;2.361
2011-11-25;0.0;23.0;0.0;0.0;0.183;1.809
2011-11-26;0.0;24.56;0.0;0.0;0.136;1.349
2011-11-27;0.0;26.04;0.0;0.0;0.12;1.189
2011-11-28;0.0;28.08;0.0;0.0;0.113;1.114
2011-11-29;3.25;27.24;0.0;0.0;0.085;0.845
2011-11-30;0.0;24.0;0.0;0.0;0.085;0.845
2011-12-01;1.2;17.16;0.0;0.0;0.074;0.728
2011-12-02;0.0;20.32;0.0;0.0;0.068;0.674
2011-12-03;0.0;21.16;0.0;0.0;0.063;0.623
2011-12-04;0.5;24.6;0.0;0.0;0.063;0.623
2011-12-05;0.0;25.12;0.0;0.0;0.058;0.574
2011-12-06;0.0;24.68;0.0;0.0;0.053;0.528
2011-12-07;5.6;27.12;0.0;0.0;0.053;0.528
2011-12-08;0.0;24.48;0.0;0.0;0.053;0.528
2011-12-09;0.0;22.8;0.0;0.0;0.049;0.484
2011-12-10;0.0;22.52;0.0;0.0;0.045;0.442
2011-12-11;0.0;23.84;0.0;0.0;0.045;0.442
2011-12-12;3.5;26.56;0.0;0.0;0.045;0.442
2011-12-13;1.8;21.96;0.0;0.0;0.037;0.367
2011-12-14;1.15;19.76;0.0;0.0;0.074;0.728
2011-12-15;4.8;19.68;0.0;0.0;0.227;2.242
2011-12-16;3.0;21.92;0.0;0.0;0.183;1.809
2011-12-17;0.8;22.88;0.0;0.0;0.145;1.434
2011-12-18;0.55;23.96;0.0;0.0;0.128;1.268
2011-12-19;0.0;25.48;0.0;0.0;0.12;1.189
2011-12-20;0.0;28.76;0.0;0.0;0.105;1.042
2011-12-21;0.0;28.12;0.0;0.0;0.079;0.785
2011-12-22;0.0;28.44;0.0;0.0;0.045;0.442
2011-12-23;0.0;23.56;0.0;0.0;0.024;0.242
2011-12-24;1.5;18.52;0.0;0.0;0.019;0.192
2011-12-25;0.45;19.56;0.0;0.0;0.017;0.17
2011-12-26;0.0;24.0;0.0;0.0;0.015;0.149
2011-12-27;0.0;24.32;0.0;0.0;0.015;0.149
2011-12-28;0.0;23.8;0.0;0.0;0.013;0.13
2011-12-29;0.0;23.0;0.0;0.0;0.011;0.113
2011-12-30;0.0;23.52;0.0;0.0;0.008;0.083
2011-12-31;7.8;22.84;0.0;0.0;0.013;0.13
2012-01-01;1.7;22.76;0.0;0.0;0.03;0.3
2012-01-02;1.25;23.88;0.0;0.0;0.019;0.192
2012-01-03;0.0;26.12;0.0;0.0;0.019;0.192
2012-01-04;2.85;24.08;0.0;0.0;0.015;0.149
2012-01-05;0.0;23.4;0.0;0.0;0.011;0.113
2012-01-06;0.0;25.8;0.0;0.0;0.011;0.113
2012-01-07;0.0;25.8;0.0;0.0;0.008;0.083
2012-01-08;0.0;27.68;0.0;0.0;0.006;0.059
2012-01-09;12.8;29.6;0.0;0.0;0.004;0.04
2012-01-10;0.0;28.36;0.0;0.0;0.003;0.032
2012-01-11;0.0;27.96;0.0;0.0;1.51;14.945
2012-01-12;14.2;26.08;0.0;0.0;0.513;5.076
2012-01-13;26.65;20.8;0.0;0.0;0.336;3.324
2012-01-14;23.85;21.76;0.0;0.0;0.251;2.483
2012-01-15;8.25;23.04;0.0;0.0;0.183;1.809
2012-01-16;0.0;24.28;0.0;0.0;0.145;1.434
2012-01-17;0.0;24.44;0.0;0.0;0.128;1.268
2012-01-18;0.0;26.24;0.0;0.0;0.098;0.974
